texto,calificacion,tipo_lugar,fuente,fecha,lugar,polaridad
"Lindo restaurante para comer de paso, ambiente un poco desatendido, la comida muy rica pero las moscas molestaban bastante, deberían poner algún ventilador o buscar alguna solución para ello.",3.0,restaurante,google_maps,Hace un año,Restaurante Coco Loco,neutral
"La atención es amable... la comida mala! El plato de la casa LOCO COCO es un arroz insípido con algunos mariscos y trozos de pescados. Me parece que para ser el plato de la casa deja bastante que desear. El ceviche de camarones con maracuya estaba bueno, las costillas de cerdo buenas igual, la carne de res un poco dura. Creo que lo rescatable es el trago de la casa el COCO LOCO!",2.0,restaurante,google_maps,Hace 4 años,Restaurante Coco Loco,negativa
"Contrate el servicio de beach setup para una cena de cumpleaños y de verdad que el staff, especialmente el manager, fueron maravillosos y nos ayudaron dando la milla extra, les agradezco porque hicieron de la noche un tiempo especial y nos ayudaron a resolver un problemita con la torta",5.0,restaurante,google_maps,Hace 2 meses,Restaurante Coco Loco,positiva
Excelente opción en la zona para disfrutar de una deliciosa comida. Me gustó que el menú es muy variado y tienen algunas opciones bastante interesantes. El lugar estaba a reventar de tantas personas pero aún así el personal lo manejó muy bien.,5.0,restaurante,google_maps,Hace 2 años,Restaurante Coco Loco,positiva
La comida deliciosa. Un servicio excelente de Jeffry. Atención rápida. Ambiente relajado para disfrutar el atardecer.,5.0,restaurante,google_maps,Hace 3 meses,Restaurante Coco Loco,positiva
Muy buena comida y atención. Los precios normales que se manejan en la zona. Buen ambiente y lo mejor la vista y eñ sonido del mar mientras disfrutas la comida,5.0,restaurante,google_maps,Hace 2 años,Restaurante Coco Loco,positiva
"Excelente comida, bebidas Excelente atención de parte de Jeffrey",5.0,restaurante,google_maps,Hace 2 meses,Restaurante Coco Loco,positiva
"Este lugar es adecuado para las puestas de sol, el coco loco es una bebida de la zona, muy refrescante y el ceviche así como el pargo entero es muy rico y no puede faltar una riquísima agua de pipa.",4.0,restaurante,google_maps,Hace 6 años,Restaurante Coco Loco,positiva
"Buen lugar aún siendo local los precios se me hicieron accesibles (tampoco súper económicos) pero vale lo que pagas. Comida de gran sabor, yo en lo personal pedí el famoso arroz en un coco!! Gran elección. Piña colada en el mar!! Grandioso. Def volvería",5.0,restaurante,google_maps,Hace 8 meses,Restaurante Coco Loco,positiva
"Excelente calidad precio y buena ubicación, las mesas frente a la playa son un éxito. El servicio excelente y profesional. Es un lugar para repetir y buena elección.",5.0,restaurante,google_maps,Hace 4 años,Restaurante Coco Loco,positiva
"Buenos precios, prácticamente ubicado en la playa, la comida tenía muy buen sabor: la foto es de un pargo, con rice and beans, chutney de mango y verduras... muy buen sabor y tamaño de la porción. Por recomendación, compartimos un helado de coco hecho en el lugar: oficialmente, el mejor helado de coco que he probado... hasta el medio coco donde lo sirvieron, me comí... un éxito",4.0,restaurante,google_maps,Hace 5 años,Restaurante Coco Loco,positiva
"Una experiencia muy bonita, la vista al atardecer es hermosa. Ricardo y Stacy fueron los que nos atendieron y fueron muy amables y también muy atentos El lugar es muy bonito y la comida deliciosa",5.0,restaurante,google_maps,Hace 5 meses,Restaurante Coco Loco,positiva
"Me ha encantado el sitio (una cabaña de madera) el ambiente, la piscina, la decoración, la comida los postres y las copas. Creo que aveces pocos sitios se merecen las 5 estrellas. Hemos estado dos días en la zona y las 2 comidas y las dos cenas las hemos hecho ahí. Los precios? No es una soda claro, pero no son excesivos (lo mismo en las copas puede)",5.0,restaurante,google_maps,Hace 2 semanas,Patagonia del Mar,positiva
"Deliciosa comida. Un día pedí Salmón que lo sirven en cama de vegetales con puré de camote. Grande la porción si es que tienes hambre. Atún sellado, deliciosa elección también pero no es tan grande como el salmón. Acompañamos con Niguiris super buen hechos. Mi acompañante era alergic al gluten y cuidaron los ingredientes, hasta la sopa para que no tuviera problema. De fácil acceso, parking y alberca libre. Delicious food. One day I ordered the salmon, which is served on a bed of vegetables with sweet potato purée. The portion is large if you’re really hungry. The seared tuna is also a delicious choice, but it’s not as big as the salmon. We paired it with nigiri—super well made. My companion was allergic to gluten, and they were careful with the ingredients, even the soup, so there were no issues. Easy access, parking available, and a pool.",5.0,restaurante,google_maps,Hace 6 meses,Patagonia del Mar,positiva
"Estábamos en playa conchal y al salir al atardecer le dije a mi novio que quería un pescado. Decidimos visitar Patagonia del mar, por qué lo habíamos visto cuando íbamos camino a playa Flamingo más temprano. Mi novio se fue en carro hasta el parqueo ( que es super grande además) y yo me vine con mis perritos caminando desde la playa. Cuando llegamos a la entrada del restaurante Joselyn no recibió con exelente atención, nos dió una mesa a un lado para poder entrar con mis perritos. Mi novio ordenó un dorado con salsa de camarón que estaba exquisito por obvi yo lo probé también, y yo ordené un pargo entero, también muy rico. Es un restaurante con muy buen ambiente y el servicio de Joselyn es excelente. Muchas gracias. Pura vida.",5.0,restaurante,google_maps,Hace 9 meses,Patagonia del Mar,positiva
"El lugar en sí, ubicación, vista, infraestructura, decoración, higiene, etc... son excelentes. Sin embargo, la comida tiene un alto costo (incluso considerando y entendiendo que está en zona turística), y las porciones son algo pequeñas... eso sí, de muy buen sabor. Ya habíamos tenido una experiencia previa y, posiblemente repita, pero si es bueno ""advertir"" de la situación.",3.0,restaurante,google_maps,Hace 3 meses,Patagonia del Mar,neutral
Excelente restaurante con precios increíbles! Porciones super abundantes para compartir! Y te dan una panera con ketchup y mayonesa! El servicio incluye el acceso a la piscina! Eso le da un gran valor! También tiene mesa de pool de cortesía! Q mas pedir? Si están por acá no duden en comer aquí! Traigan toallas que no te dan en la pile,5.0,restaurante,google_maps,Hace 2 meses,Patagonia del Mar,positiva
"Me encantó conocer este restaurante y definitivamente volveré cada vez que vaya a brasilito. La comida es espectacular, la atención es un 10/10. Los precios son elevados pero vale totalmente la pena. Me cantaron cumpleaños y me regalaron un postrecito.",5.0,restaurante,google_maps,Hace 6 meses,Patagonia del Mar,positiva
"Vivimos una excelente experiencia, la comida exquisita, disfrutamos de unos cócteles excelentes como un old fashioned. Lo mejor de todo ha sido la atención de Monserrat. Super recomendado",5.0,restaurante,google_maps,Hace 10 meses,Patagonia del Mar,positiva
"En nuestra mesa pedimos varios platos, un ceviche con salsa de maracuya, un fettuccine frutti di mari, un dorado, arroz con camarones y una ensalada de atún y todo estaba espectacular. Buenas porciones. La salsa de la pasta y del ceviche estaban increíbles. Gracias a Monserrat por la atención y la amabilidad",5.0,restaurante,google_maps,Hace un mes,Patagonia del Mar,positiva
Muy rico sabor la comida. Platos abundantes. Atencion impecable. Placer de haber estado aqui. Gracias,5.0,restaurante,google_maps,Hace 2 meses,Patagonia del Mar,positiva
"Muy recomendado, por ubicación, experiencia y servicio. Comimos un plato de arroz con camarones y un acevichado sushi que estaba riquísimo! Fuimos atendidos por Yuleicy que fue super atenta y servicial.",5.0,restaurante,google_maps,Hace 7 meses,Patagonia del Mar,positiva
"Excelente atención de Josué, la comida súper rica y los precios un poco elevados pero están bien para ser un lugar muy turístico, la piscina súper rica y cálida. Si no conoces tienes que venir y lo de más éxito fue la comida y la atención de todo el personal",4.0,restaurante,google_maps,Hace 2 semanas,Patagonia del Mar,positiva
"El Acevichado Roll estuvo muy bueno! Excelente servicio de Monserrat quien estuvo atenta siempre, ella me dió recomendaciones cuando las pedí y también logré conectarme a mi última reunión del día. Gracias",5.0,restaurante,google_maps,Hace 8 meses,Patagonia del Mar,positiva
Super delicioso. Un ambiente agradable y acogedor. El joven que nos atendió súper amable y muy atento. Gracias Domi.,5.0,restaurante,google_maps,Hace 3 semanas,Patagonia del Mar,positiva
"Es un sitio demasiado agradable y tiene vistas al mar, como para el atardecer debe ser muy lindo. Fuimos a cenar un poco tarde y la experiencia estuvo maravillosa, la comida es deliciosa y las texturas espectaculares. El servicio es excelente, los chicos son muy amables. Pedimos sushi, dorado al ajillo y un postre banana tempura. Todo muy recomendado.",5.0,restaurante,google_maps,Hace un año,Patagonia del Mar,positiva
Felicitaciones a Domi por un excelente servicio. La entraña es espectacular y el ceviche tiene el balance perfecto con el toque de maracuyá!!:),5.0,restaurante,google_maps,Hace un mes,Patagonia del Mar,positiva
"La experiencia y la comida súper buena. Fuimos en la noche por sangría y una piña colada. Probamos las empanadas de carne y pollo y estaban excelentes. Sabían a Argentina. Al día siguiente fuimos por desayuno, opciones para todos. Pinto por un lado y tostadas francesas por otro. El café muy bueno. En general muy a gusto.",5.0,restaurante,google_maps,Hace 2 años,Patagonia del Mar,positiva
"Habitaciones limpias, amplias, y de buen gusto a los mejores precios de la zona. La comida es muy buena y variada. Además cuentan con platos ejecutivos a buen precio. Y las camas, lo mejor!!!",5.0,hotel,google_maps,Hace un mes,Fairfield de Marriott • Alajuela,positiva
"Es un hotel cerca del aeropuerto de San José. Es muy cómodo si vas a pasar la noche antes de coger el alquiler de un coche como hicimos nosotros. Justo en frente hay un sitio donde alquilar el coche que se llama Green Motion. El hotel está muy bien, desayuno incluido contundente y muy rico y nos atendieron genial! Ofrecen un autobús gratis del aeropuerto al hotel y del hotel al aeropuerto.",5.0,hotel,google_maps,Hace 7 meses,Fairfield de Marriott • Alajuela,positiva
"Las noches temáticas del restaurante son experiencias únicas, de gran valor y excelente calidad. El personal es muy amable y generan un ambiente muy agradable.",5.0,hotel,google_maps,Hace 3 meses,Fairfield de Marriott • Alajuela,positiva
"Reserve porque necesitaba un lugar cerca del aeropuerto. Pensé que el hotel tenía shuttle para cualquier hora. Me equivoqué, el shuttle funciona a partir de las 4 am. Mi salida era a las 3 am, asi que tuve que pagar transporte hacia el aeropuerto.",5.0,hotel,google_maps,Hace 7 meses,Fairfield de Marriott • Alajuela,positiva
"Nos alojamos una noche previo a un vuelo doméstico, el servicio fue absolutamente inigualable. Habíamos tenido un problema con la reserva que por error se había producido en el hotel Courtyard y Josué, que nos atendió en la recepción, lo solucionó el problema de la forma más ágil y amable posible. Un 10 por todos los lados, es un gran profesional. Se lo agradecemos mucho.|La habitación es correcta y muy limpia, la cama muy cómoda. El desayuno es algo básico pero no está mal.",5.0,hotel,google_maps,Hace un año,Fairfield de Marriott • Alajuela,positiva
"Muy buena ubicación del Fairfield, servicio shuttle del que no hicimos uso. Habitación meh, con ventana al mismo parking, a la altura del parking… Desayuno caótico, desbordados. Por el precio, deben haber mejores opciones.",3.0,hotel,google_maps,Hace 7 meses,Fairfield de Marriott • Alajuela,neutral
"Esta Justo frente al aeropuerto y tiene servicio GRATUITO cada 30 min, desde y hacia el aeropuerto La atención del personal IMPECABLE todos son muy amables y atentos. Cenamos una noche con amigos y los platillos TOP vale la pena, está recientemente remodelado y todo está nuevo casi. Las habitaciones comidas y limpias, lo recomiendo como lugar estratégico para moverte hacia el centro de San José, puedes usar UBER sin problema en la ciudad.",5.0,hotel,google_maps,Hace un año,Fairfield de Marriott • Alajuela,positiva
"Muy cerca del aeropuerto, ofrece transporte al aeropuerto con bastante frecuencia. Desayuno tipo buffet con diferentes opciones. Habitación amplia, moderna y limpia",5.0,hotel,google_maps,Hace 7 meses,Fairfield de Marriott • Alajuela,positiva
"What a LOVELY experience staying here spontaneously to welcome a new guest to Costa Rica. As a Marriott Bonvoy member, I knew I would select a Marriott property when I visited San Jose for 1 evening. But selecting THIS FAIRFIELD location enhanced our visit tremendously. The staff at this property are INCREDIBLE. Attentive, kind and professional. Alfred and Mariam working bar and breakfast buffet (which is a delicious and expansive spread) were quick to refill drinks and share conversation. Josue at check-in welcomed us graciously. We rode the shuttle to greet our guest and that was another fun (and convenient) amenity we enjoyed. As a direct result of this experience, I would 100% repeat this trip for future guests arriving to San Jose. Thank you Fairfield by Marriott San Jose Airport Alajuela. You spoiled us and created satisfied guests who will return and recommend to friends and family. Muchas gracias! ¡Qué experiencia tan maravillosa alojarme aquí espontáneamente para dar la bienvenida a un nuevo huésped a Costa Rica! Como socio de Marriott Bonvoy, sabía que elegiría un hotel Marriott cuando visité San José por una noche. Pero elegir esta ubicación en FAIRFIELD mejoró enormemente nuestra visita. El personal de este hotel es INCREÍBLE: atento, amable y profesional. Alfred y Mariam, que trabajan en el bar y el buffet de desayuno (que es delicioso y abundante), nos sirvieron bebidas rápidamente y nos permitieron conversar. Josué, al momento del check-in, nos recibió amablemente. Tomamos el transporte para recibir a nuestro huésped, lo cual fue otra comodidad divertida y práctica que disfrutamos. Como resultado directo de esta experiencia, sin duda repetiría este viaje para futuros huéspedes que lleguen a San José. Gracias, Fairfield by Marriott San Jose Airport Alajuela. Nos consintieron y crearon huéspedes satisfechos que regresarán y recomendarán a sus amigos y familiares. ¡Muchas gracias!",5.0,hotel,google_maps,Hace un año,Fairfield de Marriott • Alajuela,positiva
